151,402-5387048-4695525,,Women,,,Delivered,,J0201-TP-S,Top,S,1,INR,625,SECUNDERABAD,,500017,IN,FALSE
152,402-4700322-7377926,,Women,,,Returned,,SET377-KR-NP-S,Set,S,1,INR,1238,JAIPUR,,302017,IN,FALSE
153,405-4774074-9942741,,Men,,,Delivered,,SET321-KR-DPT-XXL,Set,XXL,1,INR,927,LUCKNOW,,226021,IN,FALSE
154,408-4236224-6705913,,Women,,,Delivered,,JNE3510-KR-XL,kurta,XL,1,INR,424,GURUGRAM,,122001,IN,FALSE
155,402-9698056-3215551,,Men,,,Delivered,,J0333-DR-L,Western Dress,L,1,INR,825,BENGALURU,,560067,IN,FALSE
156,404-1092399-0229128,,Women,,,Returned,,SET328-KR-NP-L,Set,L,1,INR,545,BENGALURU,,560037,IN,FALSE
157,408-1867708-9856317,,Men,,,Delivered,,J0134-SET-XL,Set,XL,1,INR,729,PUNE,,412207,IN,FALSE
158,402-7163849-6357160,,Women,,,Returned,,J0088-TP-S,Top,S,1,INR,497,ERNAKULAM,,682017,IN,FALSE
159,408-7372776-3077164,,Men,,,Delivered,,JNE3905-DR-M,Western Dress,M,1,INR,625,MUMBAI,,400078,IN,FALSE
160,405-7757271-3277914,,Women,,,Delivered,,JNE3693-KR-S,kurta,S,1,INR,319,HARIDWAR,,249405,IN,FALSE
161,407-6304030-7294757,,Women,,,Delivered,,SAR002,Saree,Free,1,INR,729,MAHNAR BAZAR,,844506,IN,FALSE
162,407-6304030-7294757,,Women,,,Delivered,,SAR029,Saree,Free,1,INR,365,LALITPUR,,284403,IN,FALSE
163,408-7790665-4334734,,Women,,,Delivered,,BL113-XXL,Blouse,XXL,1,INR,563,BELAGAVI,,590019,IN,FALSE
164,407-5595686-6100341,,Women,,,Delivered,,JNE3405-KR-L,kurta,L,1,INR,399,NEW DELHI,,110067,IN,FALSE
165,405-8251665-3225166,,Women,,,Delivered,,SET359-KR-NP-S,Set,S,1,INR,899,HYDERABAD,,500049,IN,FALSE
166,171-7054852-3448331,,Men,,,Delivered,,NW020-ST-SR-XS,Set,XS,1,INR,525,BENGALURU,,560025,IN,FALSE
167,403-1132538-4037168,,Women,,,Delivered,,JNE3475-KR-K-XL,kurta,XL,1,INR,323,CHENNAI,,600014,IN,FALSE
168,402-2642921-6231538,,Women,,,Delivered,,J0012-SKD-L,Set,L,1,INR,1137,AHMEDABAD,,380002,IN,FALSE
169,406-6293095-0239521,,Women,,,Delivered,,JNE3313-KR-XXL,kurta,XXL,1,INR,582,SECUNDERABAD,,500056,IN,FALSE
170,402-2438137-5393935,,Men,,,Delivered,,J0108-SKD-XL,Set,XL,1,INR,1083,MOHALI,,140307,IN,FALSE
171,407-6539984-2399543,,Men,,,Delivered,,SET375-KR-NP-S,Set,S,1,INR,696,PUNE,,411028,IN,FALSE
172,403-4740407-5307521,,Men,,,Delivered,,J0341-DR-XXL,Western Dress,XXL,1,INR,842,HYDERABAD,,500089,IN,FALSE
173,408-9159866-0466729,,Men,,,Delivered,,SET355-KR-PP-XXL,Set,XXL,1,INR,1229,KANPUR,,208011,IN,FALSE
174,403-1619866-3571523,,Women,,,Cancelled,,SET268-KR-NP-XL,Set,XL,1,INR,698,Hyderabad,,500034,IN,FALSE
175,406-6502399-8558757,,Women,,,Delivered,,JNE3568-KR-XL,kurta,XL,1,INR,435,MEERUT,,250001,IN,FALSE
176,408-7238770-6140358,,Men,,,Delivered,,J0285-SKD-L,Set,L,1,INR,1442,COIMBATORE,,641018,IN,FALSE
177,407-1376871-0295557,,Men,,,Delivered,,J0005-DR-XL,Western Dress,XL,1,INR,899,HYDERABAD,,500028,IN,FALSE
178,408-8257154-7073948,,Men,,,Delivered,,SET374-KR-NP-L,Set,L,1,INR,597,UDAIPUR,,313001,IN,FALSE
179,404-4145340-2637920,,Men,,,Delivered,,J0164-DR-S,Ethnic Dress,S,1,INR,362,Kolkata,,700033,IN,FALSE
180,405-9073647-9045956,,Women,,,Delivered,,JNE3515-KR-XXXL,kurta,3XL,1,INR,453,HYDERABAD,,500020,IN,FALSE
181,408-8882909-7090727,,Women,,,Delivered,,SET350-KR-NP-XXL,Set,XXL,1,INR,1299,Mumbai,,400060,IN,FALSE
182,405-9353236-5655530,,Men,,,Delivered,,J0230-SKD-XL,Set,XL,1,INR,969,DIBRUGARH,,786001,IN,FALSE
183,404-8519920-6090711,,Women,,,Delivered,,J0373-KR-XXXL,kurta,3XL,1,INR,558,NUZVID,,521201,IN,FALSE
184,408-9860710-2994745,,Women,,,Delivered,,JNE3806-KR-XXXL,kurta,3XL,1,INR,545,KOLHAPUR,,416003,IN,FALSE
185,407-9474390-3484334,,Women,,,Delivered,,JNE3463-KR-L,kurta,L,1,INR,561,CHENNAI,,600087,IN,FALSE
186,407-5085571-9113956,,Men,,,Delivered,,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,735,HYDERABAD,,500013,IN,FALSE
187,405-9457709-1221161,,Women,,,Delivered,,J0104-KR-XS,kurta,XS,1,INR,446,KOZHIKODE,,673580,IN,FALSE
188,171-2746120-7458740,,Men,,,Delivered,,SET348-KR-NP-XXXL,Set,3XL,1,INR,882,JAIPUR,,302021,IN,FALSE
189,403-1878389-1237106,,Women,,,Delivered,,J0230-SKD-XXL,Set,XXL,1,INR,1163,MUMBAI,,400074,IN,FALSE
190,403-0476685-3465137,,Men,,,Delivered,,J0002-SKD-XXL,Set,XXL,1,INR,1125,KOLKATA,,700021,IN,FALSE
191,403-0476685-3465137,,Women,,,Delivered,,JNE3708-TU-L,Top,L,1,INR,690,NEW DELHI,,110025,IN,FALSE
192,171-1845045-0161128,,Women,,,Delivered,,NW003-TP-PJ-XL,Set,XL,1,INR,495,AURANGABAD,,431001,IN,FALSE
193,404-9933073-6187548,,Women,,,Delivered,,JNE3440-KR-N-XXXL,kurta,3XL,1,INR,422,HYDERABAD,,500085,IN,FALSE
194,404-5497347-2324338,,Women,,,Delivered,,JNE3423-KR-L,kurta,L,1,INR,399,CHHAPI,,385210,IN,FALSE
195,408-7912532-3769108,,Women,,,Delivered,,JNE3568-KR-XXL,kurta,XXL,1,INR,399,Adilabad,,504001,IN,FALSE
196,171-9766258-8979520,,Women,,,Delivered,,SET397-KR-NP-XS,Set,XS,1,INR,969,HYDERABAD,,500037,IN,FALSE
197,406-1473140-7914743,,Men,,,Delivered,,J0348-SET-M,Set,M,1,INR,499,NOIDA,,201309,IN,FALSE
198,403-0524091-8412339,,Women,,,Delivered,,PJNE3068-KR-4XL,kurta,4XL,1,INR,692,LUCKNOW,,226001,IN,FALSE
199,402-6280655-6962731,,Women,,,Delivered,,J0301-TP-XXL,Top,XXL,1,INR,464,NOIDA,,201301,IN,FALSE
200,405-1920070-1571501,,Men,,,Delivered,,SET332-KR-PP-S,Set,S,1,INR,525,TUNI,,533401,IN,FALSE
201,406-2265901-9858750,,Women,,,Delivered,,SET268-KR-NP-L,Set,L,1,INR,788,Solapur,,413004,IN,FALSE
202,406-0476593-3693958,,Women,,,Returned,,SET277-KR-NP-M,Set,M,1,INR,1268,HYDERABAD,,501505,IN,FALSE
203,406-0476593-3693958,,Women,,,Delivered,,SET219-KR-PP-XXXL,Set,3XL,1,INR,635,GWALIOR,,474001,IN,FALSE
204,171-8490583-2352307,,Women,,,Delivered,,JNE3522-KR-L,kurta,L,1,INR,342,HYDERABAD,,500072,IN,FALSE
205,404-5716384-0233143,,Women,,,Delivered,,SAR002,Saree,Free,1,INR,630,Chennai,,600063,IN,FALSE
206,404-5226206-1753945,,Women,,,Delivered,,J0297-TP-M,Top,M,1,INR,574,SINGTAM,,737134,IN,FALSE
207,405-3951365-4622755,,Men,,,Delivered,,SET345-KR-NP-S,Set,S,1,INR,635,KOTTAYAM,,686002,IN,FALSE
208,403-2485702-8968337,,Women,,,Delivered,,SET291-KR-PP-S,Set,S,1,INR,579,VASCO DA GAMA,,403726,IN,FALSE
209,404-5716802-5805922,,Men,,,Delivered,,JNE3607-KR-XS,kurta,XS,1,INR,417,ITANAGAR,,791111,IN,FALSE
210,408-8120045-5093125,,Women,,,Delivered,,J0003-SET-XXXL,Set,3XL,1,INR,655,ROORKEE,,247667,IN,FALSE
211,408-7328394-2683533,,Women,,,Delivered,,SET339-KR-NP-M,Set,M,1,INR,688,GURUGRAM,,122001,IN,FALSE
212,406-6875530-0340315,,Men,,,Cancelled,,J0203-TP-XS,Top,XS,1,INR,568,HYDERABAD,,500059,IN,FALSE
213,171-3453298-1736319,,Men,,,Delivered,,SAR001,Saree,Free,1,INR,1176,BENGALURU,,560064,IN,FALSE
214,406-6898340-9370767,,Women,,,Delivered,,SET374-KR-NP-XL,Set,XL,1,INR,635,AJMER,,305005,IN,FALSE
215,171-9867216-3827533,,Women,,,Delivered,,J0094-KR-XL,kurta,XL,1,INR,568,MUMBAI,,400053,IN,FALSE
